Week	Slot	Lane 1	Lane 2	Lane 3	Lane 4
1	Early 1	13 v 1	15 v 3	16 v 9	3 v 11
1	Early 2	13 v 3	15 v 1	16 v 11	3 v 9
1	Late 1	16 v 5	8 v 7	15 v 5	9 v 8
1	Late 2	16 v 7	8 v 5	15 v 8	9 v 5
2	Early 1	6 v 4	9 v 13	14 v 4	16 v 13
2	Early 2	6 v 13	9 v 4	14 v 13	16 v 4
2	Late 1	1 v 2	16 v 6	13 v 2	4 v 10
2	Late 2	1 v 6	16 v 2	13 v 10	4 v 2
3	Early 1	12 v 7	4 v 15	1 v 14	2 v 5
3	Early 2	12 v 15	4 v 7	1 v 5	2 v 14
3	Late 1	2 v 12	13 v 11	12 v 5	13 v 8
3	Late 2	2 v 11	13 v 12	12 v 8	13 v 5
4	Early 1	14 v 6	10 v 5	9 v 12	15 v 14
4	Early 2	14 v 5	10 v 6	9 v 14	15 v 12
4	Late 1	9 v 11	14 v 10	7 v 3	6 v 11
4	Late 2	9 v 10	14 v 11	7 v 11	6 v 3
5	Early 1	11 v 5	4 v 12	8 v 3	12 v 6
5	Early 2	11 v 12	4 v 5	8 v 6	12 v 3
5	Late 1	9 v 2	6 v 15	1 v 12	14 v 16
5	Late 2	9 v 15	6 v 2	1 v 16	14 v 12
6	Early 1	10 v 8	11 v 1	15 v 11	10 v 7
6	Early 2	10 v 1	11 v 8	15 v 7	10 v 11
6	Late 1	4 v 8	1 v 3	4 v 2	15 v 13
6	Late 2	4 v 3	1 v 8	4 v 13	15 v 2
7	Early 1	8 v 2	10 v 16	6 v 7	1 v 9
7	Early 2	8 v 16	10 v 2	6 v 9	1 v 7
7	Late 1	7 v 5	3 v 14	3 v 10	7 v 16
7	Late 2	7 v 14	3 v 5	3 v 16	7 v 10
8	Early 1	3 v 13	7 v 2	1 v 1	1 v 1
8	Early 2	3 v 2	7 v 13	1 v 1	1 v 1
8	Late 1	15 v 16	12 v 10	1 v 1	1 v 1
8	Late 2	15 v 10	12 v 16	1 v 1	1 v 1
9	Early 1	1 v 1	1 v 1	1 v 1	1 v 1
9	Early 2	1 v 1	1 v 1	1 v 1	1 v 1
9	Late 1	1 v 1	1 v 1	1 v 1	1 v 1
9	Late 2	1 v 1	1 v 1	1 v 1	1 v 1
10	Early 1	1 v 1	1 v 1	1 v 1	1 v 1
10	Early 2	1 v 1	1 v 1	1 v 1	1 v 1
10	Late 1	1 v 1	1 v 1	1 v 1	1 v 1
10	Late 2	1 v 1	1 v 1	1 v 1	1 v 1
11	Early 1	1 v 1	1 v 1	1 v 1	1 v 1
11	Early 2	1 v 1	1 v 1	1 v 1	1 v 1
11	Late 1	1 v 1	1 v 1	1 v 1	1 v 1
11	Late 2	1 v 1	1 v 1	1 v 1	1 v 1
12	Early 1	1 v 1	1 v 1	1 v 1	1 v 1
12	Early 2	1 v 1	1 v 1	1 v 1	1 v 1
12	Late 1	1 v 1	1 v 1	1 v 1	1 v 1
12	Late 2	1 v 1	1 v 1	1 v 1	1 v 1
